aspect1,frequency1,aspect0,frequency0
173.3999036666667,9198.0,173.3999036666667,13449.0
174.599903,9421.0,174.599903,12837.0
175.79990233333336,9537.0,175.79990233333336,12662.0
176.9999016666667,9505.0,176.9999016666667,12569.0
178.199901,9641.0,178.199901,12739.0
179.39990033333333,9500.0,179.39990033333333,12654.0
180.5998996666667,9436.0,180.5998996666667,12987.0
181.799899,9258.0,181.799899,12858.0
182.99989833333336,9091.0,182.99989833333336,12798.0
184.1998976666667,9172.0,184.1998976666667,12859.0
185.399897,9063.0,185.399897,12816.0
186.59989633333333,8812.0,186.59989633333333,12586.0
187.79989566666669,8862.0,187.79989566666669,12543.0
188.999895,8959.0,188.999895,12382.0
190.19989433333336,8806.0,190.19989433333336,12305.0
191.39989366666669,8799.0,191.39989366666669,12144.0
192.599893,8827.0,192.599893,12141.0
193.79989233333333,8606.0,193.79989233333333,12112.0
194.99989166666668,8604.0,194.99989166666668,12198.0
196.199891,8458.0,196.199891,12222.0
197.39989033333336,8373.0,197.39989033333336,12238.0
198.59988966666668,8336.0,198.59988966666668,12085.0
199.799889,8294.0,199.799889,12203.0
200.99988833333333,8167.0,200.99988833333333,12122.0
202.19988766666668,8147.0,202.19988766666668,11934.0
203.399887,8315.0,203.399887,11789.0
204.59988633333336,8296.0,204.59988633333336,12004.0
205.79988566666668,8354.0,205.79988566666668,11796.0
206.999885,8361.0,206.999885,11774.0
208.19988433333333,8366.0,208.19988433333333,12101.0
209.39988366666668,8365.0,209.39988366666668,12092.0
210.599883,8422.0,210.599883,11944.0
211.79988233333336,8518.0,211.79988233333336,12296.0
212.99988166666668,8643.0,212.99988166666668,12272.0
214.199881,8706.0,214.199881,12096.0
215.39988033333336,8596.0,215.39988033333336,12136.0
216.59987966666668,8716.0,216.59987966666668,12395.0
217.79987900000003,8876.0,217.79987900000003,12319.0
218.99987833333336,9011.0,218.99987833333336,12166.0
220.19987766666668,8757.0,220.19987766666668,12365.0
221.399877,8747.0,221.399877,12604.0
222.59987633333336,8650.0,222.59987633333336,12828.0
223.79987566666668,8906.0,223.79987566666668,12756.0
224.99987500000003,9088.0,224.99987500000003,12785.0
226.19987433333336,8934.0,226.19987433333336,12845.0
227.39987366666668,9216.0,227.39987366666668,12818.0
228.599873,9218.0,228.599873,12913.0
229.79987233333335,9141.0,229.79987233333335,12998.0
230.99987166666668,9396.0,230.99987166666668,13243.0
232.19987100000003,9460.0,232.19987100000003,13162.0
233.39987033333335,9427.0,233.39987033333335,12970.0
234.59986966666668,9538.0,234.59986966666668,13363.0
235.799869,9358.0,235.799869,13453.0
236.99986833333335,9443.0,236.99986833333335,13421.0
238.19986766666668,9523.0,238.19986766666668,13334.0
239.39986700000003,9512.0,239.39986700000003,13317.0
240.59986633333335,9615.0,240.59986633333335,13456.0
241.79986566666668,9513.0,241.79986566666668,13255.0
242.999865,9653.0,242.999865,13482.0
244.19986433333335,9847.0,244.19986433333335,13476.0
245.39986366666668,9708.0,245.39986366666668,13373.0
246.59986300000003,9876.0,246.59986300000003,13462.0
247.79986233333335,9827.0,247.79986233333335,13630.0
248.99986166666667,9511.0,248.99986166666667,13400.0
250.19986100000003,9370.0,250.19986100000003,13359.0
251.39986033333335,9661.0,251.39986033333335,13637.0
252.5998596666667,9539.0,252.5998596666667,13457.0
253.79985900000003,9436.0,253.79985900000003,13664.0
254.99985833333335,9642.0,254.99985833333335,13559.0
256.1998576666667,9245.0,256.1998576666667,13246.0
257.399857,9380.0,257.399857,13345.0
258.5998563333334,9374.0,258.5998563333334,13262.0
259.79985566666664,9526.0,259.79985566666664,13278.0
260.999855,9229.0,260.999855,13165.0
262.19985433333335,9384.0,262.19985433333335,13254.0
263.3998536666667,9492.0,263.3998536666667,13158.0
264.59985300000005,9524.0,264.59985300000005,12880.0
265.7998523333333,9445.0,265.7998523333333,13190.0
266.9998516666667,9406.0,266.9998516666667,13127.0
268.19985099999997,9339.0,268.19985099999997,12898.0
269.39985033333335,9211.0,269.39985033333335,12870.0
270.5998496666667,9477.0,270.5998496666667,12843.0
271.799849,9283.0,271.799849,12505.0
272.9998483333334,9328.0,272.9998483333334,12594.0
274.19984766666664,9344.0,274.19984766666664,12626.0
275.399847,9206.0,275.399847,12580.0
276.5998463333334,8943.0,276.5998463333334,12812.0
277.79984566666667,9091.0,277.79984566666667,12722.0
278.99984500000005,8910.0,278.99984500000005,12612.0
280.1998443333333,9197.0,280.1998443333333,12481.0
281.3998436666667,9186.0,281.3998436666667,12283.0
282.599843,9181.0,282.599843,12491.0
283.79984233333334,9120.0,283.79984233333334,12414.0
284.9998416666667,8865.0,284.9998416666667,12645.0
286.199841,9147.0,286.199841,12767.0
287.3998403333334,9185.0,287.3998403333334,12275.0
288.59983966666664,9436.0,288.59983966666664,11814.0
289.799839,12484.0,289.799839,8813.0
290.9998383333334,13131.0,290.9998383333334,7940.0
292.19983766666667,13656.0,292.19983766666667,7447.0
293.39983700000005,13626.0,293.39983700000005,7068.0
294.5998363333333,14176.0,294.5998363333333,6688.0
295.7998356666667,14450.0,295.7998356666667,6376.0
296.999835,14344.0,296.999835,6115.0
298.19983433333334,14446.0,298.19983433333334,6016.0
299.3998336666667,14629.0,299.3998336666667,5870.0
300.599833,14774.0,300.599833,5949.0
301.79983233333337,14425.0,301.79983233333337,5977.0
302.99983166666664,14547.0,302.99983166666664,5937.0
304.199831,14430.0,304.199831,5994.0
305.3998303333334,14355.0,305.3998303333334,6045.0
306.59982966666666,14097.0,306.59982966666666,6110.0
307.79982900000005,14278.0,307.79982900000005,5995.0
308.9998283333333,14043.0,308.9998283333333,5894.0
310.1998276666667,13949.0,310.1998276666667,6029.0
311.3998270000001,14271.0,311.3998270000001,5888.0
312.59982633333334,14087.0,312.59982633333334,6200.0
313.7998256666667,14004.0,313.7998256666667,6017.0
314.999825,14117.0,314.999825,5716.0
316.19982433333337,14288.0,316.19982433333337,5277.0
317.3998236666667,14244.0,317.3998236666667,5223.0
318.599823,14382.0,318.599823,5191.0
319.7998223333334,14071.0,319.7998223333334,5082.0
320.99982166666666,14173.0,320.99982166666666,5110.0
322.19982100000004,14205.0,322.19982100000004,4906.0
323.3998203333333,14003.0,323.3998203333333,5048.0
324.5998196666667,14064.0,324.5998196666667,5188.0
325.79981900000007,13712.0,325.79981900000007,5208.0
326.99981833333334,13718.0,326.99981833333334,5278.0
328.1998176666667,13567.0,328.1998176666667,5365.0
329.399817,13326.0,329.399817,5365.0
330.59981633333337,13150.0,330.59981633333337,5512.0
331.7998156666667,10295.0,331.7998156666667,8411.0
332.999815,9804.0,332.999815,8637.0
334.1998143333334,10457.0,334.1998143333334,8001.0
335.39981366666666,11160.0,335.39981366666666,7282.0
336.59981300000004,11300.0,336.59981300000004,7247.0
337.7998123333333,10929.0,337.7998123333333,7666.0
338.9998116666667,8910.0,338.9998116666667,9394.0
340.19981100000007,8605.0,340.19981100000007,9260.0
341.39981033333333,8590.0,341.39981033333333,9253.0
342.5998096666667,8149.0,342.5998096666667,9573.0
343.799809,8171.0,343.799809,9601.0
344.99980833333336,7769.0,344.99980833333336,9583.0
346.19980766666674,7825.0,346.19980766666674,9753.0
347.399807,7545.0,347.399807,10036.0
348.5998063333334,7685.0,348.5998063333334,9905.0
349.79980566666666,7447.0,349.79980566666666,10077.0
350.99980500000004,7130.0,350.99980500000004,10203.0
352.19980433333336,7409.0,352.19980433333336,10196.0
353.3998036666667,7189.0,353.3998036666667,10070.0
354.59980300000007,7234.0,354.59980300000007,10031.0
355.79980233333333,7421.0,355.79980233333333,9666.0
356.9998016666667,7597.0,356.9998016666667,9555.0
358.199801,7570.0,358.199801,9705.0
359.39980033333336,7473.0,359.39980033333336,9664.0
